date,id,nb_mots,phrase,type
2026-01-25,551,6,تعلم وصفات تقليدية يحافظ على التراث,Cuisine
2026-01-25,552,6,تنظيم المطبخ يجعل الطبخ أسهل,Cuisine
2026-01-25,553,6,استخدام المكونات الطازجة يحسن الطعم,Cuisine
2026-01-25,554,5,مشاركة الطعام مع الآخرين ممتعة,Cuisine
2026-01-25,555,5,تحضير الحلوى يحتاج لدقة وصبر,Cuisine
2026-01-25,556,6,تجربة النكهات المختلفة توسع المهارات,Cuisine
2026-01-25,557,7,الطبخ الصحي يحافظ على الجسم والعقل,Cuisine
2026-01-25,558,7,تزيين الأطباق يزيد من متعة الطعام,Cuisine
2026-01-26,559,7,ذهبت إلى السوق لشراء الفواكه والخضروات,Vie quotidienne
2026-01-26,560,6,حضّرت فطورًا صحّيًا لعائلتي هذا الصباح,Vie quotidienne
2026-01-26,561,8,قرأت كتابًا مفيدًا قبل النوم لتوسيع معرفتي,Vie quotidienne
2026-01-26,562,5,قمت بغسل الصحون بعد الغداء,Vie quotidienne
2026-01-26,563,9,مشيت في الحديقة نصف ساعة للاستمتاع بالهواء النقي,Vie quotidienne
2026-01-26,564,7,كتبت رسائل شكر لأصدقائي على المساعدة,Vie quotidienne
2026-01-26,565,8,حضّرت كوبًا من الشاي وجلست للراحة قليلاً,Vie quotidienne
2026-01-26,566,6,اشتريت ملابس جديدة من السوق المحلي,Vie quotidienne
2026-01-26,567,7,ذهبت إلى الصيدلية لشراء الأدوية الضرورية,Vie quotidienne
2026-01-26,568,8,قمت بتنظيف غرفتي وترتيب المكتب بعناية,Vie quotidienne
2026-01-26,569,9,حضّرت وجبة الغداء لأفراد العائلة بمكونات طازجة,Vie quotidienne
2026-01-26,570,6,ذهبت إلى المكتبة لاختيار كتاب جديد,Vie quotidienne
2026-01-26,571,7,قمت برياضة بسيطة في الصباح قبل الإفطار,Vie quotidienne
2026-01-26,572,8,سافرت بالباص إلى المدينة لزيارة الأقارب,Vie quotidienne
2026-01-26,573,6,حضّرت قائمة مهام اليوم ورتبت أولوياتي,Vie quotidienne
2026-01-26,574,7,أحضرت الخبز من المخبز القريب بعد العصر,Vie quotidienne
2026-01-26,575,8,تناولت الفواكه بعد الغداء لتقوية المناعة,Vie quotidienne
2026-01-26,576,9,قمت بغسل الملابس وتجفيفها في الشمس للاستفادة من الضوء,Vie quotidienne
2026-01-26,577,7,حضّرت القهوة وقرأت الأخبار الصباحية,Vie quotidienne
2026-01-26,578,8,ذهبت إلى الحديقة مع أصدقائي لممارسة الرياضة,Vie quotidienne
2026-01-26,579,6,كتبت خطة الأسبوع المقبل لتجنب الفوضى,Vie quotidienne
2026-01-26,580,7,حضّرت سلطة خفيفة مع الخضار الطازجة,Vie quotidienne
2026-01-26,581,8,قمت بمراجعة الواجبات المدرسية قبل العشاء,Vie quotidienne
2026-01-26,582,9,ساعدت والدتي في ترتيب المطبخ بعد الطبخ,Vie quotidienne
2026-01-26,583,6,ذهبت لشراء مستلزمات المنزل الأساسية,Vie quotidienne
2026-01-26,584,7,قرأت رسالة صديقي التي أرسلها اليوم,Vie quotidienne
2026-01-26,585,8,حضّرت وجبة خفيفة للأطفال بعد المدرسة,Vie quotidienne
2026-01-26,586,6,قمت برياضة المشي لمدة عشرين دقيقة,Vie quotidienne
2026-01-26,587,7,اشتريت أدوات جديدة للرسم والهوايات,Vie quotidienne
2026-01-26,588,8,حضّرت الشاي مع البسكويت واستمتعت بالهدوء,Vie quotidienne
2026-01-26,589,9,قمت بتنظيف الحديقة وزراعة بعض النباتات الجديدة,Vie quotidienne
2026-01-26,590,7,أحضرت الزهور للمنزل لتزيين الغرفة,Vie quotidienne
2026-01-26,591,8,كتبت قائمة التسوق للأسبوع القادم لتوفير الوقت,Vie quotidienne
2026-01-26,592,6,حضّرت الطعام للحيوانات الأليفة في المنزل,Vie quotidienne
2026-01-26,593,7,ذهبت إلى السوبرماركت لشراء الحليب والجبن,Vie quotidienne
2026-01-26,594,8,قرأت مجلة ممتعة أثناء استراحة العصر,Vie quotidienne
2026-01-26,595,9,قمت بترتيب مكتب العمل وتنظيم الملفات المهمة,Vie quotidienne
2026-01-26,596,7,حضّرت العشاء مع وصفة جديدة تعلمتها مؤخرًا,Vie quotidienne
2026-01-26,597,8,ذهبت إلى البنك لإنهاء بعض المعاملات المالية,Vie quotidienne
2026-01-26,598,6,قمت بغسل السيارة بعد ظهر اليوم,Vie quotidienne
2026-01-26,599,7,حضّرت كوب عصير طبيعي للاستمتاع بالصيف,Vie quotidienne
2026-01-26,600,8,قمت بالمشي مع العائلة في نهاية الأسبوع,Vie quotidienne
2026-01-26,601,9,قرأت قصصًا قصيرة للأطفال قبل النوم لتسلية العائلة,Vie quotidienne
2026-01-26,602,7,حضّرت بعض الحلويات التقليدية للمناسبة الخاصة,Vie quotidienne
2026-01-26,603,8,ذهبت إلى السوق لشراء الفواكه الموسمية الطازجة,Vie quotidienne
2026-01-26,604,6,قمت بتغيير الستائر وغرفة الجلوس تبدو أجمل,Vie quotidienne
2026-01-26,605,7,حضّرت طعام الغداء بطريقة صحية ومتنوعة,Vie quotidienne
2026-01-26,606,8,قمت بقراءة تعليمات الطبخ قبل البدء بالمكونات,Vie quotidienne
2026-01-26,607,9,ذهبت مع الأصدقاء لممارسة رياضة كرة القدم في الحديقة,Vie quotidienne
2026-01-26,608,7,حضّرت قائمة مهام الغد لتسهيل العمل في الصباح,Vie quotidienne
2026-01-26,609,7,زرت متحف الفن الوطني للاطلاع على اللوحات القديمة,Culture
2026-01-26,610,8,تعلمت عن التقاليد المغربية خلال زيارة القرية القديمة,Culture
2026-01-26,611,9,حضّرت عرضًا عن العادات الغذائية في مختلف المناطق,Culture
2026-01-26,612,7,قرأت كتابًا عن تاريخ الفنون الإسلامية,Culture
2026-01-26,613,8,شاركت في ورشة خط عربي لتعلم فنون الكتابة,Culture
2026-01-26,614,9,حضرت مهرجان الموسيقى التقليدية في المدينة,Culture
2026-01-26,615,6,تعرفت على الحرف اليدوية المغربية القديمة,Culture
2026-01-26,616,7,ذهبت إلى المسرح لمشاهدة عرض مسرحي محلي,Culture
2026-01-26,617,8,قرأت مقالات عن الأعياد الشعبية وعادات الاحتفال بها,Culture
2026-01-26,618,9,زرت معرض الصور الفوتوغرافية الذي يبرز التراث,Culture
2026-01-26,619,7,تعلمت وصفة تقليدية من جدتي لإعداد الكسكس,Culture
2026-01-26,620,8,حضّرت تقريرًا عن الأغاني الشعبية في الريف المغربي,Culture
2026-01-26,621,9,قرأت كتابًا عن تأثير الفنون على المجتمع المغربي,Culture
2026-01-26,622,7,حضرت ندوة عن الأدب والشعر الكلاسيكي,Culture
2026-01-26,623,8,تعلمت عن الملابس التقليدية وألوانها ومعانيها,Culture
2026-01-26,624,9,زرت مكتبة المدينة للاطلاع على المخطوطات القديمة,Culture
2026-01-26,625,7,تعلمت كيفية صناعة الفخار التقليدي في ورشة محلية,Culture
2026-01-26,626,8,حضرت حفل موسيقي يسلط الضوء على التراث الشعبي,Culture
2026-01-26,627,9,تعلمت بعض الكلمات باللهجة الريفية أثناء الزيارة,Culture
2026-01-26,628,7,قمت بجولة في المدينة القديمة لمشاهدة المباني التاريخية,Culture
2026-01-26,629,8,شاركت في ورشة الرسم لتجربة الفنون التقليدية,Culture
2026-01-26,630,9,حضرت عرض رقص شعبي يعكس تقاليد المنطقة,Culture
2026-01-26,631,7,تعلمت عن صناعة الأقمشة التقليدية في المغرب,Culture
2026-01-26,632,8,قرأت مقالة عن المهرجانات الثقافية في الريف,Culture
2026-01-26,633,9,زرت متحف الفنون الجميلة لمشاهدة اللوحات القديمة,Culture
2026-01-26,634,7,تعلمت عن الحرف اليدوية التقليدية كصناعة الزرابي,Culture
2026-01-26,635,8,حضرت محاضرة عن الموسيقى التقليدية وأدواتها,Culture
2026-01-26,636,9,قرأت كتابًا عن الحياة اليومية في المغرب القديم,Culture
2026-01-26,637,7,زرت القرية الأمازيغية للتعرف على عادات السكان,Culture
2026-01-26,638,8,حضرت مهرجان الألوان الذي يعكس الثقافة الشعبية,Culture
2026-01-26,639,9,تعلمت طريقة إعداد الأطعمة التقليدية المغربية,Culture
2026-01-26,640,7,قرأت قصة قصيرة تحكي عن العادات القديمة,Culture
2026-01-26,641,8,حضرت ورشة عن الرسم على الجلود وتزيينها,Culture
2026-01-26,642,9,زرت معرض الفخار التقليدي الذي يعرض أشكال فريدة,Culture
2026-01-26,643,7,تعلمت عن أنواع الرقص الشعبي وأصولها في المغرب,Culture
2026-01-26,644,8,حضرت عرضًا مسرحيًا يبرز التراث المحلي,Culture
2026-01-26,645,9,قرأت كتابًا عن الأعياد الشعبية ومعانيها الثقافية,Culture
2026-01-26,646,7,تعلمت طريقة صناعة الحلويات التقليدية في ورشة,Culture
2026-01-26,647,8,حضرت محاضرة عن الخط العربي وتاريخه,Culture
2026-01-26,648,9,زرت متحف التاريخ للتعرف على حضارات المغرب القديمة,Culture
2026-01-26,649,7,تعلمت عن الأزياء التقليدية وعلاقتها بالمناسبات,Culture
2026-01-26,650,8,قرأت مقالات عن الشعراء المغاربة وأعمالهم,Culture
2026-01-26,651,9,حضرت ورشة صناعة الحلي التقليدية من الفضة والنحاس,Culture
2026-01-26,652,7,زرت القرية القديمة للاطلاع على البيوت التقليدية,Culture
2026-01-26,653,8,تعلمت عن الألعاب الشعبية للأطفال في الماضي,Culture
2026-01-26,654,9,حضرت مهرجان الأكلات التقليدية وتجربة النكهات,Culture
2026-01-26,655,7,قرأت كتابًا عن العادات الاجتماعية في الريف المغربي,Culture
2026-01-26,656,8,تعلمت بعض الأغاني الشعبية أثناء الاحتفال بالمهرجان,Culture
2026-01-26,657,9,زرت معرض الخط العربي وكتابة اللوحات التقليدية,Culture
2026-01-26,658,7,حضرت عرض موسيقي شعبي يجمع بين الطرب والفلكلور,Culture
2026-01-26,659,9,قدمت جميع المستندات المطلوبة لإتمام المعاملة البنكية.,Transactions
2026-01-26,660,8,انتظرت دوري في مكتب التسجيل لإنهاء الأوراق الرسمية.,Transactions
2026-01-26,661,10,وقع الموظف على استمارة الدفع بعد التأكد من صحتها.,Transactions
2026-01-26,662,9,أرسلت رسالة إلكترونية لتأكيد موعد استلام الوثائق.,Transactions
2026-01-26,663,11,استلمت إيصال الدفع بعد إتمام المعاملة بسرعة.,Transactions
2026-01-26,664,10,قمت بتعبئة جميع الخانات المطلوبة في النموذج الرسمي.,Transactions
2026-01-26,665,8,انتظرت أمام البنك حتى اكتملت عملية التحويل المالي.,Transactions
2026-01-26,666,9,استلم الموظف جميع المستندات بعد التحقق منها.,Transactions
2026-01-26,667,11,حجزت موعدًا إلكترونيًا لتجديد بطاقة الهوية الوطنية.,Transactions
2026-01-26,668,10,قدمت طلبًا رسميًا للحصول على رخصة قيادة جديدة.,Transactions
2026-01-26,669,9,دفعت رسوم التسجيل السنوي في مكتب البلدية.,Transactions
2026-01-26,670,10,تمت مراجعة جميع الأوراق بدقة قبل الموافقة على الطلب.,Transactions
2026-01-26,671,8,احتفظت بنسخة من العقد بعد توقيعه من الطرفين.,Transactions
2026-01-26,672,11,استلمت إشعارًا عبر البريد الإلكتروني بتأكيد الدفع.,Transactions
2026-01-26,673,9,سجلت بياناتي الشخصية في النظام الإلكتروني للمكتب.,Transactions
2026-01-26,674,10,تأكدت من توقيع الموظف على جميع الصفحات المطلوبة.,Transactions
2026-01-26,675,8,قدمت شكوى رسمية حول الخدمة غير المكتملة.,Transactions
2026-01-26,676,10,استفسرت عن الإجراءات اللازمة للحصول على تصريح جديد.,Transactions
2026-01-26,677,11,تلقيت إشعارًا من البنك يوضح تفاصيل التحويل المالي.,Transactions
2026-01-26,678,9,قدمت المستندات المطلوبة لتجديد رخصة السيارة.,Transactions
2026-01-26,679,10,انتظرت في الطابور حتى جاء دوري في مكتب الخدمة.,Transactions
2026-01-26,680,11,تمت معالجة جميع المستندات وإرسالها إلى الإدارة المعنية.,Transactions
2026-01-26,681,9,احتفظت بإيصال الدفع كدليل على إتمام المعاملة.,Transactions
2026-01-26,682,10,قمت بإرسال نسخة من العقد إلى البريد الإلكتروني الرسمي.,Transactions
2026-01-26,683,8,تم التحقق من صحة جميع البيانات قبل اعتماد الطلب.,Transactions
2026-01-26,684,10,وقع الموظف على الإقرار بعد قراءة جميع البنود.,Transactions
2026-01-26,685,11,استلمت تأكيدًا عبر الهاتف بخصوص موعد استلام الوثائق.,Transactions
2026-01-26,686,9,قدمت المستندات الأصلية إلى قسم المعاملات الرسمية.,Transactions
2026-01-26,687,10,تمت الموافقة على طلبي بعد مراجعة كافة الأوراق.,Transactions
2026-01-26,688,8,دفعت الرسوم المطلوبة لإتمام تسجيل الحساب الجديد.,Transactions
2026-01-26,689,10,تلقيت إشعارًا إلكترونيًا بتأكيد موعد الاستلام.,Transactions
2026-01-26,690,11,قمت بتحديث بياناتي الشخصية في النظام الإلكتروني الرسمي.,Transactions
2026-01-26,691,9,انتظرت قليلًا قبل استلام المستندات من الموظف.,Transactions
2026-01-26,692,10,تم التحقق من صحة جميع المعلومات قبل توقيع العقد.,Transactions
2026-01-26,693,8,قدمت الطلب إلى مكتب الخدمة بعد ملء النماذج.,Transactions
2026-01-26,694,11,استلمت نسخة من الإقرار بعد توقيعه من جميع الأطراف.,Transactions
2026-01-26,695,10,تم تسجيل جميع البيانات في قاعدة المعلومات المركزية.,Transactions
2026-01-26,696,9,دفعت جميع الرسوم المطلوبة عبر التطبيق الإلكتروني.,Transactions
2026-01-26,697,10,أكملت جميع الإجراءات اللازمة للحصول على الترخيص.,Transactions
2026-01-26,698,11,تلقيت إشعارًا بالبريد يوضح تفاصيل جميع المعاملات.,Transactions
2026-01-26,699,9,قدمت جميع الأوراق المطلوبة لتجديد الوثائق الرسمية.,Transactions
2026-01-26,700,10,تمت مراجعة المستندات من قبل الموظف المسؤول بدقة.,Transactions
2026-01-26,701,8,انتظرت في مكتب المعاملات حتى جاء دوري.,Transactions
2026-01-26,702,10,استلمت إيصال الدفع بعد الانتهاء من كافة الإجراءات.,Transactions
2026-01-26,703,11,قدمت طلبًا إلكترونيًا للحصول على شهادة رسمية من الإدارة.,Transactions
2026-01-26,704,9,تمت معالجة جميع الوثائق وإرسالها عبر البريد الإلكتروني.,Transactions
2026-01-26,705,10,قمت بتقديم نسخة من العقد لتوثيق المعاملة رسميًا.,Transactions
2026-01-26,706,8,وقع الموظف على جميع الأوراق قبل استلامها.,Transactions
2026-01-26,707,11,استلمت إشعارًا رسميًا بمراجعة الطلب والموافقة عليه.,Transactions
2026-01-26,708,9,قدمت جميع المستندات المطلوبة لإنهاء الإجراءات الإدارية.,Transactions
2026-01-26,709,8,الحفاظ على المياه مسؤولية جماعية لحماية البيئة.,Environnement
2026-01-26,710,9,إعادة التدوير تقلل من تراكم النفايات وتحافظ على الموارد.,Environnement
2026-01-26,711,10,استخدام وسائل النقل العامة يقلل من التلوث الهوائي.,Environnement
2026-01-26,712,9,الطاقة الشمسية مصدر نظيف يحمي كوكب الأرض.,Environnement
2026-01-26,713,8,زراعة الأشجار في المدن تخفض درجات الحرارة وتزيد الأكسجين.,Environnement
2026-01-26,714,9,التوعية البيئية تساعد على نشر سلوكيات صديقة للطبيعة.,Environnement
2026-01-26,715,8,تقليل استهلاك البلاستيك يحمي الحياة البحرية .,Environnement
2026-01-26,716,10,تنظيف الشواطئ يمنع تراكم النفايات ويحافظ على البيئة البحرية.,Environnement
2026-01-26,717,9,الحفاظ على الغابات ضروري لتوازن النظام البيئي .,Environnement
2026-01-26,718,8,الزراعة العضوية تحمي التربة من المواد الكيميائية .,Environnement
2026-01-26,719,9,المشي أو ركوب الدراجة يقلل من انبعاثات الكربون .,Environnement
2026-01-26,720,10,استخدام منتجات قابلة للتحلل يقلل من تلوث البيئة .,Environnement
2026-01-26,721,8,الطاقة المتجددة تحمي الكوكب من الاحتباس الحراري .,Environnement
2026-01-26,722,9,الحفاظ على الحياة البرية مسؤولية مشتركة لكل البشر .,Environnement
2026-01-26,723,8,إغلاق الصنابير عند عدم الاستخدام يوفر المياه .,Environnement
2026-01-26,724,9,تثقيف الأطفال على حماية البيئة يبني جيل واعٍ .,Environnement
2026-01-26,725,8,التقليل من استهلاك الورق يحافظ على الغابات .,Environnement
2026-01-26,726,10,تنظيم حملات تنظيف الأنهار يحمي الكائنات المائية .,Environnement
2026-01-26,727,9,استخدام المصابيح الموفرة للطاقة يقلل من استهلاك الكهرباء .,Environnement
2026-01-26,728,8,إعادة استخدام الزجاجات البلاستيكية يقلل من النفايات .,Environnement
2026-01-26,729,9,الحدائق العامة توفر مساحة خضراء للراحة النفسية .,Environnement
2026-01-26,730,10,الاهتمام بالمحميات الطبيعية يحافظ على التنوع البيولوجي .,Environnement
2026-01-26,731,9,تجنب حرق المخلفات يقلل من تلوث الهواء .,Environnement
2026-01-26,732,8,زراعة النباتات المحلية تدعم البيئة وتقلل الاستهلاك المائي .,Environnement
2026-01-26,733,9,الحد من استخدام السيارات الخاصة يحمي الهواء من الانبعاثات .,Environnement
2026-01-26,734,10,المياه النظيفة ضرورة للحياة الصحية وحماية الطبيعة .,Environnement
2026-01-26,735,8,الحفاظ على التربة من التلوث يضمن إنتاج غذاء صحي .,Environnement
2026-01-26,736,9,إعادة التدوير في المدارس تعزز ثقافة صديقة للبيئة .,Environnement
2026-01-26,737,10,المحافظة على الطيور والنحل يدعم التوازن البيئي .,Environnement
2026-01-26,738,9,التشجير في الحدائق العامة يخفف من حرارة المدن .,Environnement
2026-01-26,739,8,الطاقة الهوائية تساعد في إنتاج كهرباء نظيفة .,Environnement
2026-01-26,740,9,التقليل من استخدام المواد البلاستيكية يحمي البحار .,Environnement
2026-01-26,741,10,التعليم البيئي للأطفال يخلق جيلًا واعيًا بمستقبل الكوكب .,Environnement
2026-01-26,742,8,ترشيد استهلاك المياه في الزراعة يحافظ على الموارد .,Environnement
2026-01-26,743,9,التخلص من النفايات بطريقة صحيحة يقلل من التلوث .,Environnement
2026-01-26,744,10,تنظيم المساحات الخضراء في المدن يحسن جودة الهواء .,Environnement
2026-01-26,745,9,استخدام الطاقة النظيفة يقلل من الاحتباس الحراري .,Environnement
2026-01-26,746,8,الحفاظ على الحياة البرية يعزز التنوع البيولوجي .,Environnement
2026-01-26,747,9,إعادة استخدام الملابس القديمة يقلل من استهلاك الموارد .,Environnement
2026-01-26,748,10,الحد من قطع الأشجار يحمي الغابات والحيوانات .,Environnement
2026-01-26,749,9,تشجيع الزراعة المستدامة يحافظ على الأرض والهواء .,Environnement
2026-01-26,750,8,استخدام العبوات القابلة للتحلل يحمي البيئة .,Environnement
2026-01-26,751,9,المحافظة على نظافة الشوارع تمنع التلوث في المدن .,Environnement
2026-01-26,752,10,إقامة حملات توعية تشجع الناس على حماية البيئة .,Environnement
2026-01-26,753,9,الحد من النفايات البلاستيكية يحافظ على صحة البحار .,Environnement
2026-01-26,754,8,ترشيد استهلاك الطاقة الكهربائية يخفف من الاحتباس الحراري .,Environnement
2026-01-26,755,9,زراعة الأشجار في المدارس تعلم الأطفال حماية البيئة .,Environnement
2026-01-26,756,10,المحافظة على مصادر المياه يضمن استمرار الحياة على الأرض .,Environnement
2026-01-26,757,9,التعاون المجتمعي يعزز جهود حماية البيئة ويقلل التلوث .,Environnement
2026-01-26,758,20,هل تعلم أن أول بث تلفزيوني قام به جون لوجي عام 1952م مستخدما في ذلك دمية لعرض صورتها عبر التلفاز,liste
2026-01-26,759,13,هل تعلم أن الإنسان يقضي ما مجمله 10 سنوات في مشاهدة التلفاز تقريبا,liste
2026-01-26,760,12,هل تعلم أن وزن أول حاسوب عملاق كان يبلغ أكثر من طن,liste
2026-01-26,761,12,هل تعلم أنه يمكنك حل لعبة المكعب الملون في عشرين خطوة فقط,liste
2026-01-26,762,19,هل تعلم أن استخدامك لجهاز الحاسوب يقلل من عدد المرات التي ترمش بها، فتنخفض من عشرين إلى سبعة فقط,liste
2026-01-26,763,11,هل تعلم أن سرعة الضوء هي 300 ألف كم في الثانية,liste
2026-01-26,764,11,هل تعلم أن مادة الفلين مادة طبيعية تستخرج من أشجار البلوط,liste
2026-01-26,765,19,هل تعلم أن الماس تكون نتيجة تعرض الفحم المدفون في طبقات الأرض للكثير من الضغط والحرارة عبر آلاف السنين,liste
2026-01-26,766,9,هل تعلم أن أخف عنصر في الكون هو الهيدروجين,liste
2026-01-26,767,11,هل تعلم أن جهاز قياس سرعة الرياح يطلق عليه اسم الأنيمومتر,liste
2026-01-26,768,19,هل تعلم أن الاسم العلمي للجبس المستخدم في عمليات البناء هو كبريتات الكالسيوم، والاسم العلمي للطباشير هو كربونات الكالسيوم,liste
2026-01-26,769,20,هل تعلم أن حيوان الكنغر لن يستطيع القفز إذا ما رفع ذيله، وذلك لأنه يستخدمه بشكل أساسي في تحقيق التوازن,liste
2026-01-26,770,21,هل تعلم أن الفئران تتكاثر بسرعة كبيرة، حيث من الممكن إنتاج عائلة من أكثر من مليون فأر في غضون السنة والنصف,liste
2026-01-26,771,21,هل تعلم أن قناديل البحر العملاقة والموجودة في القطب الشمالي تمتلك أظافر يمكن أن يصل طولها إلى أكثر من 36 مترا,liste
2026-01-26,772,13,هل تعلم أن حجم صغير الإخطبوط يبلغ حجم حبة البازيلاء تقريبا عند ولادته,liste
2026-01-26,773,14,هل تعلم أن السناجب التي تقوم بتخبئة المكسرات لا تتذكر سوى أماكن 26% منها,liste
2026-01-26,774,7,هل تعلم أن قلب الروبيان في رأسه,liste
2026-01-26,775,8,هل تعلم أن الدلافين تنام وإحدى عينيها مفتوحة,liste
2026-01-26,776,13,هل تعلم أن معظم الغبار الموجود في المنزل هو عبارة عن جلد ميت,liste
2026-01-26,777,16,هل تعلم أن الرجال يستطيعون قراءة خط أصغر في الطباعة، بينما تستطيع النساء السماع بشكل أفضل,liste
2026-01-26,778,13,هل تعلم أن لكل إنسان بصمة لسان مختلفة تماما كما بصمات العيون والأصابع,liste
2026-01-26,779,10,هل تعلم أن النساء ترمش ضعف ما يرمش الرجال تقريبا,liste
2026-01-26,780,17,هل تعلم أن العيون تبقى على حجمها الطبيعي منذ الولادة، فيما لا يتوقف الأنف والأذنان عن النمو,liste
2026-01-26,781,17,هل تعلم أن ارتداء السماعات لمدة ساعة واحدة فقط يزيد من البكتيريا في أذنيك بمعدل 700 مرة,liste
2026-01-26,782,10,هل تعلم أن القلب يدق بمعدل 100000 مرة في اليوم,liste
2026-01-26,783,18,هل تعلم أن الكائنات المجهرية الموجودة على جسم إنسان واحد تفوق في عددها الكائنات البشرية على سطح الأرض,liste
2026-01-26,784,18,هل تعلم أن السعرات الحرارية التي يستهلكها شخص ما عند مضغ الكرفس أكثر من السعرات الحرارية الموجودة فيه,liste
2026-01-26,785,15,هل تعلم أن إذا استطعت الطيران لكوكب بلوتو فإن الرحلة ستستغرق أكثر من 800 عام,liste
2026-01-26,786,26,هل تعلم أن وزن الجسم ذي المائتي كيلوغراما على سطح الأرض يساوي 76 كيلو غراما على سطح المريخ، وذلك بسبب جاذبيته القليلة بالنسبة إلى جاذبية الأرض,liste
2026-01-26,787,19,هل تعلم أن رواد الفضاء لا يستطيعون البكاء في الفضاء بسبب عدم وجود الجاذبية، وبالتالي عدم إمكانية ذرف الدموع,liste
2026-01-26,788,12,هل تعلم أن ضوء الشمس يستطيع الوصول لغاية 80 مترا في المحيط,liste
2026-01-26,789,18,هل تعلم أن قوة الجاذبية الأرضية تقل بنسبة 3% فقط إذا ما ابتعدنا عن سطح الأرض بمقدار 100كم,liste
2026-01-26,790,20,هل تعلم أنك لن تستطيع المشي على كوكب المشتري أو زحل أو أورانوس أو نبتون لعدم وجود سطح صلب بها,liste
2026-01-26,791,11,هل تعلم أن غروب الشمس على سطح المريخ يبدو أزرق اللون,liste
2026-01-26,792,20,هل تعلم أنه من المحتمل أن تبقى آثار أقدام رواد أبولو على سطح القمر لمدة 100 مليون سنة على الأقل,liste
2026-01-26,793,16,هل تعلم أن اليوم الواحد على كوكب الزهرة هو أطول من سنة كاملة على كوكب الأرض,liste
2026-01-26,794,11,هل تعلم أن 12% من البشر يرون أحلامهم باللونين الأبيض والأسود,liste
2026-01-26,795,11,هل تعلم أن مخترع آلة صنع غزل البنات هو طبيب أسنان,liste
2026-01-26,796,15,هل تعلم أن ثعالب البحر تمسك أيدي بعضها البعض في أثناء النوم خوفا من الانجراف,liste
2026-01-26,797,16,هل تعلم أن مخترع رقائق البطاطس (البرنجيلز) تم دفن رماده في علبة فارغة منها عندما توفي,liste
2026-01-26,798,9,هل تعلم أن بعض القطط لديها حساسية من البشر,liste
2026-01-26,799,16,هل تعلم أن الرجال هم من كانوا يرتدون الكعب العالي عند اختراعه في القرن الثامن عشر,liste
2026-01-26,800,17,هل تعلم أن عدد سجدات التلاوة في القرآن الكريم هو 14 سجدة، اثنتان منها في سورة الحج,liste
2026-01-26,801,11,هل تعلم أن سورة البقرة هي أطول سورة في القرآن الكريم,liste
2026-01-26,802,14,هل تعلم أن من أسماء النبي محمد صلى الله عليه وسلم: (أحمد، والفاتح، والأمين),liste
2026-01-26,803,16,هل تعلم أن حفظ العشر الآيات الأولى من سورة الكهف يحمي الإنسان من فتنة المسيح الدجال,liste
2026-01-26,804,17,هل تعلم أن النبي محمد صلى الله عليه وسلم بعث وعمره 40 سنة، وتوفي وعمره 63 سنة,liste
2026-01-26,805,18,هل تعلم أن النبي صلى الله عليه وسلم لم يحج في حياته إلا حجة واحدة هي حجة الوداع,liste
2026-01-26,806,16,هل تعلم أن الصحابي الجليل الذي لقب بأمين هذه الأمة هو أبو عبيدة عامر بن الجراح,liste
2026-01-26,807,9,هل تعلم أن سورة الرحمن تعرف باسم عروس القرآن,liste
2026-01-26,808,14,هل تعلم أن الصحابي الجليل الذي لقب بسيف الله المسلول هو خالد بن الوليد,liste
2026-01-26,809,14,هل تعلم أن عدد الأنبياء الذين ذكروا في القرآن الكريم هو خمسة وعشرون نبيا,liste
2026-01-26,810,14,هل تعلم أن أول خليفة لرسول الله عليه الصلاة والسلام هو أبو بكر الصديق,liste
2026-01-26,811,12,هل تعلم أن دولة تايلاند هي أكثر دولة في العالم إنتاجا للأرز,liste
2026-01-26,812,14,هل تعلم أن المدينة التي بنيت على سبع تلال هي روما عاصمة دولة إيطاليا,liste
2026-01-26,813,15,هل تعلم أن سابع أعمق بحيرة في العالم هي بحيرة كريتر في الولايات المتحدة الأمريكية,liste
2026-01-26,814,15,هل تعلم أن أطول سلسلة جبال في العالم هي سلسلة جبال الأنديز في أمريكا الجنوبية,liste
2026-01-26,815,13,هل تعلم أن أطول نهر في العالم هو نهر النيل في قارة أفريقيا,liste
2026-01-26,816,18,هل تعلم أن دولة اليابان تقع في قارة آسيا وهي عبارة عن جزر يصل عددها إلى 6852 جزيرة,liste
2026-01-26,817,19,هل تعلم أن مجموع البحيرات الموجودة في كندا وحدها يزيد عن عدد البحيرات الموجودة في جميع دول العالم مجتمعة,liste
2026-01-26,818,12,هل تعلم أنها أثلجت في الصحراء الكبرى لمدة ثلاثين دقيقة عام 1979م,liste
2026-01-26,819,18,هل تعلم أن الرسام فان كوخ باع لوحة واحدة فقط خلال فترة حياته بمبلغ يقدر ب400 فرنك فقط,liste
2026-01-26,820,18,هل تعلم أن الشخص العادي يمشي طوال فترة حياته بما يعادل تجواله في جميع أنحاء العالم خمس مرات,liste
2026-01-26,821,18,هل تعلم أن هناك نوع واحد من الصخور الذي يمكن أن يطفو على سطح الماء وهو صخر الخفاف,liste
2026-01-26,822,23,هل تعلم أن الغاز الطبيعي لا رائحة له، وأن رائحته القوية تلك تضاف إليه أثناء التصنيع للمساعدة على كشف تسريبه إن حصل ذلك,liste
2026-01-26,823,12,هل تعلم أن بعض أنواع نبات الخيزران تنمو بمعدل متر في اليوم,liste
